acquisition_time	studies_id	utm_x	utm_y	sex	gps_positions_animals_id	original_animal_id	animal_year_id
09MAR09:18:01:00	5	420502.6402	6606418.337	f	4548262	3358	33581
09MAR09:21:00:00	5	420249.8243	6606533.862	f	4548261	3358	33581
10MAR09:00:00:00	5	420425.0537	6606713.44	f	4548260	3358	33581
10MAR09:03:00:00	5	420209.5971	6606668.257	f	4548259	3358	33581
10MAR09:06:00:00	5	420203.5861	6606640.325	f	4548258	3358	33581
10MAR09:09:00:00	5	419933.6539	6606571.287	f	4550900	3358	33581
10MAR09:12:00:00	5	419312.6786	6606768.354	f	4550899	3358	33581
10MAR09:15:00:00	5	418965.5167	6606783.692	f	4550898	3358	33581
10MAR09:18:00:00	5	418116.4931	6606137.543	f	4550897	3358	33581
10MAR09:21:00:00	5	417735.9321	6605637.701	f	4550896	3358	33581
11MAR09:00:00:00	5	417742.2499	6605558.638	f	4558347	3358	33581
11MAR09:03:00:00	5	417694.7137	6605587.92	f	4558346	3358	33581
11MAR09:06:00:00	5	417308.006	6605707.174	f	4558345	3358	33581
11MAR09:09:00:00	5	417352.8139	6605642.467	f	4558344	3358	33581
11MAR09:12:01:00	5	417346.0116	6605642.74	f	4558343	3358	33581
11MAR09:15:00:00	5	416373.9627	6605973.655	f	4558342	3358	33581
11MAR09:18:00:00	5	415933.5994	6605800.014	f	4558341	3358	33581
11MAR09:21:00:00	5	415496.8699	6604067.22	f	4558340	3358	33581
12MAR09:00:00:00	5	415528.1389	6604037.04	f	4558339	3358	33581
12MAR09:03:00:00	5	415417.7856	6603983.191	f	4558338	3358	33581
12MAR09:06:00:00	5	415467.48	6604021.428	f	4560963	3358	33581
12MAR09:09:00:00	5	415468.4766	6604018.242	f	4560962	3358	33581
12MAR09:12:00:00	5	415451.8497	6604022.393	f	4560961	3358	33581
12MAR09:15:00:00	5	415353.266	6603747.522	f	4560960	3358	33581
12MAR09:18:01:00	5	415351.2365	6603670.547	f	4560959	3358	33581
12MAR09:21:00:00	5	415514.4633	6603444.609	f	4565375	3358	33581
13MAR09:00:01:00	5	415517.3522	6603406.167	f	4565374	3358	33581
13MAR09:03:00:00	5	415478.9879	6603295.677	f	4565373	3358	33581
13MAR09:06:00:00	5	415475.424	6603341.297	f	4565372	3358	33581
13MAR09:09:00:00	5	415477.7463	6603344.754	f	4565371	3358	33581
13MAR09:12:00:00	5	415062.5463	6603005.947	f	4570702	3358	33581
13MAR09:15:00:00	5	415578.4469	6602419.054	f	4570701	3358	33581
13MAR09:18:01:00	5	416581.9898	6603543.411	f	4570700	3358	33581
13MAR09:21:00:00	5	416621.1369	6603594.252	f	4570699	3358	33581
14MAR09:00:00:00	5	416574.0299	6603618.458	f	4570698	3358	33581
14MAR09:03:00:00	5	416849.1938	6603619.928	f	4570697	3358	33581
14MAR09:06:00:00	5	415918.459	6602915.881	f	4570696	3358	33581
14MAR09:09:00:00	5	416373.3921	6602456.781	f	4570695	3358	33581
14MAR09:12:01:00	5	416501.1739	6602410.671	f	4570694	3358	33581
14MAR09:15:00:00	5	416545.2156	6602452.201	f	4570693	3358	33581
14MAR09:18:00:00	5	416478.9867	6602491.159	f	4573638	3358	33581
14MAR09:21:00:00	5	416533.8766	6602485.494	f	4573637	3358	33581
15MAR09:00:00:00	5	416533.4747	6602484.968	f	4573636	3358	33581
15MAR09:03:00:00	5	416528.7526	6602493.094	f	4573635	3358	33581
15MAR09:06:00:00	5	416516.286	6602456.309	f	4573634	3358	33581
15MAR09:09:00:00	5	416539.895	6602498.037	f	4582147	3358	33581
15MAR09:12:00:00	5	416218.459	6602171.28	f	4582146	3358	33581
15MAR09:15:00:00	5	416222.6492	6602157.061	f	4582145	3358	33581
15MAR09:18:00:00	5	416324.8832	6602048.498	f	4582144	3358	33581
15MAR09:21:00:00	5	416090.1916	6601862.174	f	4582143	3358	33581
16MAR09:00:00:00	5	416086.0629	6601847.997	f	4582142	3358	33581
16MAR09:03:00:00	5	416009.5347	6601843.48	f	4582141	3358	33581
16MAR09:06:00:00	5	416014.0796	6601796.313	f	4582140	3358	33581
16MAR09:09:00:00	5	416104.8826	6601828.873	f	4582139	3358	33581
16MAR09:12:00:00	5	416254.728	6601829.863	f	4582138	3358	33581
16MAR09:15:00:00	5	416218.2646	6601830.108	f	4582137	3358	33581
16MAR09:18:01:00	5	416252.7023	6601886.91	f	4582136	3358	33581
16MAR09:21:00:00	5	416356.5092	6601875.284	f	4582135	3358	33581
17MAR09:00:00:00	5	416327.3083	6601874.765	f	4582134	3358	33581
17MAR09:03:00:00	5	415974.2086	6601928.453	f	4582133	3358	33581
17MAR09:06:00:00	5	415961.5263	6601908.128	f	4611980	3358	33581
17MAR09:09:00:00	5	415841.4752	6601848.7	f	4611979	3358	33581
17MAR09:12:00:00	5	415862.5446	6601870.229	f	4611978	3358	33581
17MAR09:15:00:00	5	417132.3346	6603108.128	f	4611977	3358	33581
17MAR09:18:00:00	5	419493.4264	6603033.719	f	4611976	3358	33581
17MAR09:21:00:00	5	419710.9196	6603072.25	f	4611975	3358	33581
18MAR09:00:00:00	5	419773.4487	6603052.099	f	4611974	3358	33581
18MAR09:03:00:00	5	419903.7344	6602943.215	f	4611973	3358	33581
18MAR09:06:00:00	5	419941.043	6602945.538	f	4611972	3358	33581
18MAR09:09:00:00	5	419703.1768	6602650.075	f	4611971	3358	33581
18MAR09:12:00:00	5	419768.7669	6601358.394	f	4611970	3358	33581
18MAR09:15:00:00	5	419736.8261	6600741.307	f	4611969	3358	33581
18MAR09:18:01:00	5	420301.9835	6600011.204	f	4611968	3358	33581
18MAR09:21:00:00	5	421872.478	6600065.302	f	4611967	3358	33581
19MAR09:00:00:00	5	422428.1666	6600135.544	f	4611966	3358	33581
19MAR09:03:00:00	5	422449.2351	6600138.485	f	4611965	3358	33581
19MAR09:06:00:00	5	422977.8296	6600076.923	f	4611964	3358	33581
19MAR09:09:00:00	5	426941.0478	6600663.288	f	4611963	3358	33581
19MAR09:12:00:00	5	426373.4392	6599719.464	f	4611962	3358	33581
19MAR09:15:00:00	5	426740.7279	6600825.748	f	4611961	3358	33581
19MAR09:18:00:00	5	425462.3438	6601610.45	f	4611960	3358	33581
19MAR09:21:00:00	5	424623.4793	6601942.799	f	4611959	3358	33581
20MAR09:00:00:00	5	424814.8238	6601680.885	f	4611958	3358	33581
20MAR09:03:00:00	5	424660.0514	6601714.429	f	4611957	3358	33581
20MAR09:06:00:00	5	424512.5314	6602065.139	f	4611956	3358	33581
20MAR09:09:00:00	5	424168.3967	6602010.438	f	4611955	3358	33581
20MAR09:12:00:00	5	425758.4317	6602875.329	f	4611954	3358	33581
20MAR09:15:00:00	5	425755.86	6602869.643	f	4611953	3358	33581
20MAR09:18:01:00	5	425269.0772	6602670.008	f	4611952	3358	33581
20MAR09:21:00:00	5	424493.1037	6602027.278	f	4611951	3358	33581
21MAR09:00:00:00	5	424394.1018	6602075.552	f	4611950	3358	33581
21MAR09:03:00:00	5	424301.07	6602086.871	f	4611949	3358	33581
21MAR09:06:00:00	5	424153.8832	6601688.444	f	4611948	3358	33581
21MAR09:09:00:00	5	423443.157	6601071.261	f	4611947	3358	33581
21MAR09:12:00:00	5	423438.263	6601052.324	f	4611946	3358	33581
21MAR09:15:00:00	5	422751.7972	6600701.722	f	4611945	3358	33581
21MAR09:18:00:00	5	422197.6445	6600840.351	f	4611944	3358	33581
21MAR09:21:00:00	5	421884.5015	6600999.799	f	4611943	3358	33581
22MAR09:00:00:00	5	421893.2119	6600996.221	f	4611942	3358	33581
22MAR09:03:01:00	5	422056.1458	6600972.475	f	4611941	3358	33581
22MAR09:06:00:00	5	422114.9899	6600940.7	f	4611940	3358	33581
22MAR09:09:00:00	5	422102.5951	6600954.302	f	4611939	3358	33581
22MAR09:12:00:00	5	421786.0039	6601489.847	f	4611938	3358	33581
22MAR09:15:00:00	5	421646.5725	6601475.675	f	4611937	3358	33581
22MAR09:18:01:00	5	421393.4896	6601087.901	f	4611936	3358	33581
22MAR09:21:00:00	5	421250.66	6601097.286	f	4611935	3358	33581
20MAR07:15:00:00	5	417871.3986	6609691.27	f	1087562	3361	33610
20MAR07:18:00:00	5	417980.8097	6609878.616	f	1087561	3361	33610
20MAR07:21:01:00	5	417977.6028	6609879.845	f	1087560	3361	33610
21MAR07:00:00:00	5	417982.3946	6609878.314	f	1087559	3361	33610
21MAR07:03:00:00	5	417986.6035	6609905.325	f	1087558	3361	33610
21MAR07:06:00:00	5	418181.6072	6609807.754	f	1087557	3361	33610
21MAR07:09:00:00	5	419129.7153	6609705.937	f	1087556	3361	33610
21MAR07:12:00:00	5	419583.7511	6609886.104	f	1087555	3361	33610
21MAR07:15:00:00	5	419102.6007	6609198.211	f	1087554	3361	33610
21MAR07:18:00:00	5	417618.3227	6608788.961	f	1087553	3361	33610
21MAR07:21:00:00	5	416544.0665	6608275.302	f	1087552	3361	33610
22MAR07:00:00:00	5	416615.7681	6608232.477	f	1087551	3361	33610
22MAR07:03:00:00	5	416386.7073	6608131.707	f	1087550	3361	33610
22MAR07:06:00:00	5	416384.5601	6608130.118	f	1087549	3361	33610
22MAR07:09:00:00	5	415887.4863	6608213.603	f	1087548	3361	33610
22MAR07:12:00:00	5	416474.0629	6607976.164	f	1087547	3361	33610
22MAR07:15:00:00	5	416790.5752	6607916.634	f	1087546	3361	33610
22MAR07:18:00:00	5	417330.6663	6607881.191	f	1088782	3361	33610
22MAR07:21:00:00	5	418420.3749	6608160.25	f	1088781	3361	33610
23MAR07:00:00:00	5	419687.1498	6607432.496	f	1088780	3361	33610
23MAR07:03:00:00	5	420011.191	6607463.61	f	1088779	3361	33610
23MAR07:06:00:00	5	420106.626	6607399.985	f	1088778	3361	33610
23MAR07:09:00:00	5	420199.7564	6607364.84	f	1095474	3361	33610
23MAR07:12:00:00	5	420191.6649	6607372.843	f	1095473	3361	33610
23MAR07:15:00:00	5	420061.1844	6607169.587	f	1095472	3361	33610
23MAR07:18:00:00	5	421090.1629	6607203.544	f	1095471	3361	33610
23MAR07:21:00:00	5	420912.6221	6607745.463	f	1095470	3361	33610
24MAR07:00:00:00	5	420811.8439	6607419.133	f	1095469	3361	33610
24MAR07:03:00:00	5	420468.2809	6607314.264	f	1095468	3361	33610
24MAR07:06:00:00	5	420465.6862	6607300.83	f	1095467	3361	33610
24MAR07:09:01:00	5	420073.5042	6607345.885	f	1095466	3361	33610
24MAR07:12:00:00	5	420033.1393	6607423.808	f	1095465	3361	33610
24MAR07:15:00:00	5	419736.0888	6607478.434	f	1095464	3361	33610
24MAR07:18:00:00	5	419780.0167	6607387.877	f	1095463	3361	33610
24MAR07:21:00:00	5	420009.6773	6607454.597	f	1095462	3361	33610
25MAR07:00:00:00	5	420007.6685	6607453.348	f	1095461	3361	33610
25MAR07:03:00:00	5	420199.1823	6607740.598	f	1095460	3361	33610
25MAR07:06:00:00	5	419926.9676	6607797.922	f	1095459	3361	33610
25MAR07:09:00:00	5	420317.6984	6608077.898	f	1095458	3361	33610
25MAR07:12:00:00	5	420286.9007	6608251.883	f	1095457	3361	33610
25MAR07:15:00:00	5	419437.5955	6608176.313	f	1095456	3361	33610
25MAR07:18:00:00	5	418886.3614	6608229.663	f	1095455	3361	33610
25MAR07:21:00:00	5	419007.6937	6609186.994	f	1095454	3361	33610
26MAR07:00:00:00	5	418458.3115	6609786.516	f	1095453	3361	33610
26MAR07:03:00:00	5	417556.0362	6610709.431	f	1095452	3361	33610
26MAR07:06:00:00	5	417021.7883	6611091.228	f	1095451	3361	33610
26MAR07:09:00:00	5	417148.6132	6612497.161	f	1095450	3361	33610
26MAR07:12:00:00	5	417296.7605	6612608.323	f	1096868	3361	33610
26MAR07:15:00:00	5	417328.9641	6612487.903	f	1096867	3361	33610
26MAR07:18:00:00	5	417044.7469	6612387.773	f	1096866	3361	33610
26MAR07:21:00:00	5	416513.2109	6607872.226	f	1096865	3361	33610
27MAR07:00:00:00	5	416523.5233	6607875.082	f	1096864	3361	33610
27MAR07:03:00:00	5	415027.9823	6604386.2	f	1099872	3361	33610
27MAR07:06:00:00	5	415338.8966	6597943.505	f	1099871	3361	33610
27MAR07:09:01:00	5	413902.2259	6591057.043	f	1099870	3361	33610
27MAR07:12:00:00	5	414767.3933	6585443.877	f	1099869	3361	33610
27MAR07:15:00:00	5	415455.6569	6583633.142	f	1099868	3361	33610
27MAR07:18:00:00	5	417473.348	6583175.29	f	1099867	3361	33610
27MAR07:21:00:00	5	417369.9118	6583216.514	f	1099866	3361	33610
28MAR07:00:01:00	5	417943.7728	6583591.409	f	1099865	3361	33610
28MAR07:03:00:00	5	418137.9061	6583558.797	f	1099864	3361	33610
28MAR07:06:00:00	5	418287.8584	6583239.868	f	1099863	3361	33610
28MAR07:09:00:00	5	418832.2524	6582856.776	f	1100559	3361	33610
28MAR07:12:00:00	5	418361.9269	6583312.266	f	1100547	3361	33610
28MAR07:15:00:00	5	418716.1036	6583393.94	f	1100905	3361	33610
28MAR07:18:00:00	5	418464.3514	6583241.461	f	1101519	3361	33610
28MAR07:21:00:00	5	418023.1858	6583694.307	f	1101926	3361	33610
29MAR07:00:00:00	5	418095.1078	6583796.566	f	1102343	3361	33610
29MAR07:03:00:00	5	417941.1688	6584029.963	f	1103123	3361	33610
29MAR07:06:00:00	5	417596.7119	6583567.221	f	1103674	3361	33610
29MAR07:09:00:00	5	417738.2483	6583212.539	f	1103662	3361	33610
29MAR07:12:00:00	5	417353.8456	6582837.594	f	1103650	3361	33610
29MAR07:15:00:00	5	416983.3903	6582779.394	f	1104961	3361	33610
29MAR07:18:00:00	5	416807.3912	6582608.351	f	1104954	3361	33610
29MAR07:21:00:00	5	416508.2756	6582913.053	f	1105376	3361	33610
30MAR07:00:00:00	5	416368.7185	6582521.835	f	1106472	3361	33610
30MAR07:03:00:00	5	416346.3869	6582527.676	f	1106460	3361	33610
30MAR07:06:00:00	5	416041.8894	6582533.798	f	1106806	3361	33610
30MAR07:09:00:00	5	416013.238	6582684.616	f	1107200	3361	33610
30MAR07:12:00:00	5	416330.5758	6582907.701	f	1107644	3361	33610
30MAR07:15:00:00	5	416014.0652	6583058.258	f	1108060	3361	33610
30MAR07:18:00:00	5	416344.3575	6582563.412	f	1110968	3361	33610
30MAR07:21:00:00	5	416268.7078	6582484.715	f	1110956	3361	33610
31MAR07:00:00:00	5	416317.4436	6582315.309	f	1110944	3361	33610
31MAR07:03:00:00	5	416317.3782	6582330.861	f	1110932	3361	33610
31MAR07:06:00:00	5	416448.6815	6582103.534	f	1111091	3361	33610
31MAR07:09:00:00	5	415968.8952	6582002.131	f	1111510	3361	33610
31MAR07:12:00:00	5	416103.9602	6582063.274	f	1111972	3361	33610
31MAR07:15:00:00	5	416950.6636	6583412.727	f	1112893	3361	33610
31MAR07:18:00:00	5	416700.9993	6584001.887	f	1113163	3361	33610
31MAR07:21:00:00	5	417971.2441	6583937.155	f	1114220	3361	33610
01APR07:00:00:00	5	417926.8315	6583948.791	f	1114208	3361	33610
01APR07:03:00:00	5	418301.6744	6583564.991	f	1116704	3361	33610
01APR07:06:00:00	5	419410.3394	6583694.019	f	1116457	3361	33610
01APR07:09:00:00	5	420009.7518	6583748.293	f	1116445	3361	33610
01APR07:12:00:00	5	418342.7904	6582754.126	f	1116433	3361	33610
01APR07:15:00:00	5	416111.6327	6583185.911	f	1116421	3361	33610
01APR07:18:00:00	5	415776.9981	6582183.949	f	1116694	3361	33610
01APR07:21:00:00	5	416040.2297	6582602.198	f	1117459	3361	33610
02APR07:00:00:00	5	415697.7045	6582363.333	f	1117792	3361	33610
02APR07:03:00:00	5	415661.4904	6582375.581	f	1118174	3361	33610
02APR07:06:00:00	5	415789.9215	6581950.491	f	1118454	3361	33610
02APR07:09:00:00	5	417543.7524	6582659.788	f	1119204	3361	33610
02APR07:12:00:00	5	416460.8282	6582735.67	f	1121111	3361	33610
02APR07:15:00:00	5	417325.4728	6584186.383	f	1121099	3361	33610
02APR07:18:00:00	5	417123.9628	6585022.926	f	1120823	3361	33610
02APR07:21:00:00	5	419080.3784	6584876.749	f	1120811	3361	33610
03APR07:00:00:00	5	419739.2557	6584537.962	f	1122076	3361	33610
03APR07:03:00:00	5	420521.745	6584161.326	f	1122064	3361	33610
03APR07:06:00:00	5	420691.2601	6583544.841	f	1124352	3361	33610
03APR07:09:00:00	5	421710.5887	6583213.693	f	1124214	3361	33610
03APR07:12:00:00	5	421563.2814	6582831.672	f	1124202	3361	33610
03APR07:15:00:00	5	418282.3557	6583398.431	f	1124190	3361	33610
03APR07:18:00:00	5	417757.7675	6583189.346	f	1124178	3361	33610
03APR07:21:00:00	5	416847.6425	6582751.531	f	1124461	3361	33610
04APR07:00:00:00	5	416044.1649	6582866.571	f	1124794	3361	33610
04APR07:03:00:00	5	415862.2193	6582939.611	f	1125504	3361	33610
04APR07:06:00:00	5	415664.3487	6582270.193	f	1125625	3361	33610
04APR07:09:00:00	5	415893.4841	6582524.485	f	1126017	3361	33610
04APR07:12:00:00	5	415976.2447	6582399.344	f	1126461	3361	33610
04APR07:15:00:00	5	416104.8459	6583866.558	f	1130058	3361	33610
04APR07:18:00:00	5	415450.914	6584313.046	f	1130046	3361	33610
04APR07:21:00:00	5	415223.0184	6585208.843	f	1129965	3361	33610
05APR07:00:00:00	5	414937.6978	6585506.264	f	1129953	3361	33610
05APR07:03:00:00	5	414490.1222	6585825.088	f	1129941	3361	33610
05APR07:06:00:00	5	415338.9495	6586106.128	f	1129776	3361	33610
05APR07:09:00:00	5	414955.9486	6586812.424	f	1129764	3361	33610
05APR07:12:00:00	5	414954.308	6586813.709	f	1129752	3361	33610
05APR07:15:00:00	5	415105.8741	6586972.68	f	1129740	3361	33610
05APR07:18:00:00	5	415309.7174	6587241.591	f	1129728	3361	33610
05APR07:21:00:00	5	415470.0744	6587869.722	f	1130158	3361	33610
06APR07:00:00:00	5	415532.9465	6588288.911	f	1130381	3361	33610
06APR07:03:00:00	5	415521.0395	6588901.953	f	1131204	3361	33610
06APR07:06:00:00	5	415475.854	6589070.281	f	1131612	3361	33610
06APR07:09:00:00	5	415695.3588	6589282.615	f	1132117	3361	33610
06APR07:12:00:00	5	415734.9796	6588436.094	f	1132683	3361	33610
06APR07:15:00:00	5	415714.8838	6588045.957	f	1132671	3361	33610
06APR07:18:00:00	5	416464.8315	6588161.158	f	1133791	3361	33610
06APR07:21:00:00	5	416405.4099	6588556.856	f	1133779	3361	33610
07APR07:00:00:00	5	416406.8177	6588536.105	f	1134451	3361	33610
07APR07:03:00:00	5	415875.1673	6588769.292	f	1135676	3361	33610
07APR07:06:00:00	5	415778.5836	6588546.293	f	1135664	3361	33610
07APR07:09:00:00	5	415152.6155	6587428.508	f	1136238	3361	33610
07APR07:12:00:00	5	414537.7329	6587131.701	f	1136800	3361	33610
07APR07:15:00:00	5	414184.3265	6587101.817	f	1137719	3361	33610
07APR07:18:00:00	5	414011.9215	6586965.156	f	1138332	3361	33610
07APR07:21:00:00	5	414017.2772	6586737.206	f	1139820	3361	33610
08APR07:00:00:00	5	413631.037	6586725.153	f	1139808	3361	33610
08APR07:03:00:00	5	413349.2391	6586487.436	f	1140749	3361	33610
08APR07:06:00:00	5	413659.888	6587092.181	f	1145974	3361	33610
08APR07:09:00:00	5	414879.5547	6586494.105	f	1145590	3361	33610
08APR07:12:00:00	5	415217.9289	6586038.507	f	1145440	3361	33610
08APR07:15:00:00	5	415174.544	6585800.271	f	1145428	3361	33610
08APR07:18:00:00	5	414599.7437	6585829.237	f	1145416	3361	33610
08APR07:21:00:00	5	414614.8864	6586230.332	f	1145286	3361	33610
09APR07:00:00:00	5	414565.2502	6586648.009	f	1145274	3361	33610
09APR07:03:00:00	5	414556.2986	6586646.674	f	1145262	3361	33610
09APR07:06:00:00	5	413941.1212	6586662.723	f	1145250	3361	33610
09APR07:09:00:00	5	413548.0463	6586816.637	f	1145238	3361	33610
09APR07:12:00:00	5	413620.8136	6587016.088	f	1146113	3361	33610
09APR07:15:00:00	5	414275.1163	6587423.585	f	1146561	3361	33610
09APR07:18:00:00	5	414768.7313	6587590.735	f	1146882	3361	33610
09APR07:21:00:00	5	414652.3658	6587528.33	f	1147460	3361	33610
10APR07:00:00:00	5	413693.3161	6587240.545	f	1147842	3361	33610
10APR07:03:00:00	5	413491.2504	6586979.096	f	1148383	3361	33610
10APR07:06:00:00	5	413072.9384	6586518.057	f	1148785	3361	33610
10APR07:09:00:00	5	412747.1826	6586278.22	f	1149112	3361	33610
10APR07:12:00:00	5	412723.4249	6586105.612	f	1149648	3361	33610
10APR07:15:00:00	5	412746.315	6586116.713	f	1150490	3361	33610
10APR07:18:00:00	5	413530.5585	6585509.226	f	1151045	3361	33610
10APR07:21:00:00	5	412945.1984	6584880.427	f	1151783	3361	33610
11APR07:00:00:00	5	412940.9688	6584920.527	f	1155276	3361	33610
11APR07:03:00:00	5	412918.6415	6584967.918	f	1155275	3361	33610
11APR07:06:00:00	5	412894.5923	6583199.374	f	1155274	3361	33610
11APR07:09:00:00	5	413658.9776	6583398.724	f	1155273	3361	33610
11APR07:12:00:00	5	413517.3565	6584076.622	f	1155272	3361	33610
11APR07:15:00:00	5	413746.4883	6584562.244	f	1155271	3361	33610
11APR07:18:00:00	5	412879.9132	6584328.009	f	1155270	3361	33610
11APR07:21:00:00	5	412368.8366	6583587.018	f	1155269	3361	33610
12APR07:00:00:00	5	412354.583	6583563.509	f	1155268	3361	33610
12APR07:03:00:00	5	412371.5521	6583427.289	f	1155267	3361	33610
12APR07:06:00:00	5	412270.2312	6583088.093	f	1155266	3361	33610
12APR07:09:00:00	5	412073.7305	6582518.056	f	1156728	3361	33610
12APR07:12:00:00	5	411646.2422	6582329.594	f	1156727	3361	33610
12APR07:15:00:00	5	411748.1797	6581331.563	f	1156726	3361	33610
12APR07:18:00:00	5	412796.2725	6579841.656	f	1156725	3361	33610
12APR07:21:00:00	5	411571.6062	6579338.747	f	1156724	3361	33610
13APR07:00:00:00	5	411070.3205	6579672.581	f	1158059	3361	33610
13APR07:03:00:00	5	411547.8534	6579146.64	f	1158058	3361	33610
13APR07:06:00:00	5	412337.8611	6579027.47	f	1158057	3361	33610
13APR07:09:00:00	5	412658.5303	6579148.58	f	1158056	3361	33610
13APR07:12:00:00	5	411427.9902	6578755.194	f	1158055	3361	33610
13APR07:15:00:00	5	411452.2713	6578763.148	f	1159603	3361	33610
13APR07:18:00:00	5	411128.1608	6579229.386	f	1159642	3361	33610
13APR07:21:00:00	5	410932.9332	6579036.909	f	1159641	3361	33610
14APR07:00:00:00	5	412102.9193	6579451.545	f	1159640	3361	33610
14APR07:03:00:00	5	412528.3714	6579887.749	f	1159639	3361	33610
14APR07:06:00:00	5	412156.5747	6579655.649	f	1161112	3361	33610
14APR07:09:00:00	5	412176.943	6579658.597	f	1161111	3361	33610
14APR07:12:00:00	5	412115.0716	6579445.86	f	1161110	3361	33610
14APR07:15:00:00	5	411968.0764	6579463.756	f	1161109	3361	33610
14APR07:18:00:00	5	411053.4148	6579410.625	f	1161108	3361	33610
14APR07:21:00:00	5	411066.5293	6579418.349	f	1162556	3361	33610
15APR07:00:00:00	5	411288.2541	6579282.824	f	1162555	3361	33610
15APR07:03:00:00	5	411429.4016	6579153.82	f	1162554	3361	33610
15APR07:06:00:00	5	411969.5126	6579033.974	f	1162553	3361	33610
15APR07:09:00:00	5	411794.505	6579143.506	f	1162552	3361	33610
15APR07:12:00:00	5	412258.1566	6579100.465	f	1164077	3361	33610
15APR07:15:00:00	5	412310.5485	6579085.037	f	1164076	3361	33610
15APR07:18:00:00	5	410808.7258	6578307.634	f	1164075	3361	33610
15APR07:21:00:00	5	410982.2874	6579071.552	f	1164074	3361	33610
16APR07:00:00:00	5	410939.3145	6578943.585	f	1164073	3361	33610
16APR07:03:00:00	5	410311.3451	6579339.653	f	1166516	3361	33610
16APR07:06:00:00	5	410566.1934	6579118.951	f	1166515	3361	33610
16APR07:09:00:00	5	410555.118	6579126.342	f	1166514	3361	33610
16APR07:12:00:00	5	410341.0475	6579436.758	f	1166513	3361	33610
16APR07:15:00:00	5	410390.5941	6579475.89	f	1166512	3361	33610
16APR07:18:00:00	5	410910.7112	6579045.107	f	1166511	3361	33610
16APR07:21:00:00	5	410780.1634	6579616.489	f	1166510	3361	33610
17APR07:00:00:00	5	409979.1029	6579815.39	f	1166509	3361	33610
17APR07:03:00:00	5	409755.1348	6579890.412	f	1166508	3361	33610
17APR07:06:00:00	5	408992.0308	6579465.572	f	1166507	3361	33610
17APR07:09:00:00	5	409667.0594	6579838.941	f	1167745	3361	33610
17APR07:12:00:00	5	409374.9713	6579683.02	f	1167744	3361	33610
17APR07:15:00:00	5	409643.8258	6579740.071	f	1167743	3361	33610
17APR07:18:00:00	5	409743.3173	6579817.104	f	1167742	3361	33610
17APR07:21:00:00	5	409676.5748	6579842.156	f	1167741	3361	33610
18APR07:00:00:00	5	409648.0708	6579828.8	f	1172922	3361	33610
18APR07:03:00:00	5	409983.2566	6579843.408	f	1172921	3361	33610
18APR07:06:00:00	5	410439.8046	6579010.695	f	1172920	3361	33610
18APR07:09:00:00	5	410372.5334	6579437.383	f	1172919	3361	33610
18APR07:12:00:00	5	409990.1426	6579235.919	f	1172918	3361	33610
18APR07:15:00:00	5	409776.9612	6579040.975	f	1172917	3361	33610
18APR07:18:00:00	5	409783.1683	6579028.016	f	1172916	3361	33610
18APR07:21:00:00	5	410054.951	6579123.382	f	1172915	3361	33610
19APR07:00:00:00	5	410091.9992	6579149.895	f	1172914	3361	33610
19APR07:03:00:00	5	410115.2689	6579197.2	f	1172913	3361	33610
19APR07:06:00:00	5	410349.7608	6576401.101	f	1172912	3361	33610
19APR07:09:00:00	5	410507.9239	6576225.889	f	1172911	3361	33610
19APR07:12:00:00	5	410366.9034	6576393.243	f	1172910	3361	33610
19APR07:15:00:00	5	409671.5694	6575552.578	f	1172909	3361	33610
19APR07:18:00:00	5	409546.3849	6575614.369	f	1172908	3361	33610
19APR07:21:00:00	5	409131.5863	6575812.182	f	1172907	3361	33610
20APR07:00:00:00	5	409157.2444	6575842.136	f	1172906	3361	33610
20APR07:03:00:00	5	409149.0977	6575781.663	f	1172905	3361	33610
20APR07:06:00:00	5	409571.1712	6575623.38	f	1172904	3361	33610
20APR07:09:00:00	5	409499.4831	6575482.255	f	1172903	3361	33610
20APR07:12:00:00	5	409723.0918	6575523.78	f	1176937	3361	33610
20APR07:15:00:00	5	409697.9863	6575819.495	f	1176936	3361	33610
20APR07:18:00:00	5	409526.712	6576038.332	f	1176935	3361	33610
20APR07:21:00:00	5	409555.5452	6575719.511	f	1176934	3361	33610
21APR07:00:00:00	5	409556.4061	6575719.547	f	1176933	3361	33610
21APR07:03:00:00	5	409453.5189	6575408.626	f	1175350	3361	33610
21APR07:06:00:00	5	410594.5171	6575506.255	f	1175349	3361	33610
21APR07:09:00:00	5	410694.0352	6575710.898	f	1175348	3361	33610
21APR07:12:00:00	5	411012.9791	6575271.858	f	1175347	3361	33610
21APR07:15:00:00	5	410449.7428	6575847.396	f	1175346	3361	33610
21APR07:18:00:00	5	410840.4015	6576056.196	f	1176932	3361	33610
21APR07:21:00:00	5	410310.0494	6575706.838	f	1176931	3361	33610
22APR07:00:00:00	5	410599.2357	6575498.146	f	1176930	3361	33610
22APR07:03:00:00	5	410606.3797	6575579.877	f	1176929	3361	33610
22APR07:06:00:00	5	411228.9014	6575002.876	f	1176928	3361	33610
22APR07:09:00:00	5	413919.9729	6574119.061	f	1180909	3361	33610
22APR07:12:00:00	5	418059.4298	6570577.199	f	1180908	3361	33610
22APR07:15:00:00	5	417716.7528	6570107.408	f	1180907	3361	33610
22APR07:18:00:00	5	418150.4475	6569364.661	f	1180906	3361	33610
