acquisition_time	studies_id	utm_x	utm_y	sex	gps_positions_animals_id	original_animal_id	animal_year_id
23AUG07:12:01:00	5	435021.8738	6546171.341	f	1717702	3372	33720
23AUG07:15:01:00	5	435046.9584	6546154.633	f	1717701	3372	33720
23AUG07:18:00:00	5	434500.1517	6546419.587	f	1717700	3372	33720
23AUG07:21:00:00	5	433222.4243	6546183.476	f	1717699	3372	33720
24AUG07:00:01:00	5	433375.9278	6546454.283	f	1717698	3372	33720
24AUG07:03:01:00	5	433288.1706	6546750.908	f	1717697	3372	33720
24AUG07:06:00:00	5	432442.6428	6546251.305	f	1717696	3372	33720
24AUG07:09:00:00	5	432484.3988	6546718.923	f	1717695	3372	33720
24AUG07:12:01:00	5	432692.5404	6547230.392	f	1714367	3372	33720
24AUG07:15:00:00	5	432514.2118	6547348.848	f	1714366	3372	33720
24AUG07:18:01:00	5	432649.1704	6547225.742	f	1714365	3372	33720
24AUG07:21:00:00	5	432867.9393	6547675.699	f	1714364	3372	33720
25AUG07:00:00:00	5	432808.9424	6547170.935	f	1714363	3372	33720
25AUG07:03:00:00	5	432872.5059	6547098.663	f	1714362	3372	33720
25AUG07:06:00:00	5	432959.3093	6546080.192	f	1714361	3372	33720
25AUG07:09:01:00	5	433034.8921	6546652.038	f	1714360	3372	33720
25AUG07:12:00:00	5	432286.1061	6548488.278	f	1714359	3372	33720
25AUG07:15:00:00	5	432297.3474	6548768.545	f	1714358	3372	33720
25AUG07:18:00:00	5	432095.7575	6548752.034	f	1714357	3372	33720
25AUG07:21:00:00	5	431307.7366	6549112.884	f	1714356	3372	33720
26AUG07:00:00:00	5	431130.0092	6549145.659	f	1714355	3372	33720
26AUG07:03:00:00	5	431123.1259	6549150.605	f	1714354	3372	33720
26AUG07:06:00:00	5	430132.4954	6551029.048	f	1714353	3372	33720
26AUG07:09:01:00	5	429435.4794	6550339.637	f	1714352	3372	33720
26AUG07:12:00:00	5	430103.9531	6549762.808	f	1714351	3372	33720
26AUG07:15:00:00	5	430345.5975	6549190.391	f	1714350	3372	33720
26AUG07:18:00:00	5	430558.0174	6550698.028	f	1714349	3372	33720
26AUG07:21:00:00	5	430240.7561	6550467.39	f	1714348	3372	33720
27AUG07:00:00:00	5	430214.7902	6551050.556	f	1714347	3372	33720
27AUG07:03:00:00	5	430171.5087	6551027.901	f	1714346	3372	33720
27AUG07:06:00:00	5	431112.7138	6550361.6	f	1714345	3372	33720
27AUG07:09:00:00	5	431223.1424	6549985.043	f	1714344	3372	33720
27AUG07:12:00:00	5	431293.366	6550972.649	f	1714343	3372	33720
27AUG07:15:00:00	5	430360.9341	6551412.731	f	1714203	3372	33720
27AUG07:18:00:00	5	430347.0872	6552956.998	f	1714202	3372	33720
27AUG07:21:00:00	5	430891.4458	6553841.567	f	1714201	3372	33720
28AUG07:00:00:00	5	430988.6233	6553784.457	f	1714200	3372	33720
28AUG07:03:00:00	5	431003.3143	6553670.976	f	1714199	3372	33720
28AUG07:06:00:00	5	433059.175	6555044.412	f	1714198	3372	33720
28AUG07:09:00:00	5	435609.4723	6558791.197	f	1714197	3372	33720
28AUG07:12:02:00	5	434342.4868	6559840.379	f	1714196	3372	33720
28AUG07:15:00:00	5	435992.705	6559044.273	f	1714195	3372	33720
28AUG07:18:01:00	5	435944.9339	6558331.831	f	1714194	3372	33720
28AUG07:21:00:00	5	435590.4545	6558239.867	f	1714193	3372	33720
29AUG07:00:00:00	5	435395.1297	6558450.605	f	1714192	3372	33720
29AUG07:03:00:00	5	435324.0986	6558340.99	f	1714191	3372	33720
29AUG07:06:00:00	5	436132.7454	6558083.247	f	1714190	3372	33720
29AUG07:09:01:00	5	435851.5901	6558928.619	f	1714189	3372	33720
29AUG07:12:01:00	5	435843.2256	6558952.216	f	1714188	3372	33720
29AUG07:15:00:00	5	435848.9987	6558368.715	f	1714187	3372	33720
29AUG07:18:02:00	5	435377.8475	6558354.848	f	1714186	3372	33720
29AUG07:21:00:00	5	435283.765	6558360.686	f	1714185	3372	33720
30AUG07:00:00:00	5	435336.0802	6558424.274	f	1714184	3372	33720
30AUG07:03:00:00	5	435590.7281	6558226.252	f	1717694	3372	33720
30AUG07:06:00:00	5	436184.6917	6557960.568	f	1717693	3372	33720
30AUG07:09:01:00	5	435991.9839	6557459.38	f	1717692	3372	33720
30AUG07:12:01:00	5	436137.5442	6557054.803	f	1717691	3372	33720
30AUG07:15:01:00	5	436494.1338	6556810.892	f	1717690	3372	33720
30AUG07:18:01:00	5	436725.5271	6557601.369	f	1717372	3372	33720
30AUG07:21:00:00	5	436290.034	6558101.222	f	1717371	3372	33720
31AUG07:00:00:00	5	436544.4611	6557932.204	f	1717370	3372	33720
31AUG07:03:00:00	5	436657.2102	6557685.531	f	1717369	3372	33720
31AUG07:06:00:00	5	439119.2022	6557764.052	f	1717368	3372	33720
31AUG07:09:00:00	5	439428.3441	6557878.602	f	1765920	3372	33720
31AUG07:12:01:00	5	436562.646	6559413.603	f	1765919	3372	33720
31AUG07:15:02:00	5	436764.8636	6559235.8	f	1765918	3372	33720
31AUG07:18:01:00	5	436423.4396	6559463.745	f	1765917	3372	33720
31AUG07:21:00:00	5	436321.4111	6559471.528	f	1765916	3372	33720
01SEP07:00:00:00	5	436296.0398	6559552.977	f	1765915	3372	33720
01SEP07:03:00:00	5	435297.4006	6559555.944	f	1765914	3372	33720
01SEP07:06:01:00	5	434963.7791	6559567.644	f	1765913	3372	33720
01SEP07:12:02:00	5	434099.8438	6563709.271	f	1765912	3372	33720
01SEP07:15:00:00	5	434900.9579	6562275.937	f	1765911	3372	33720
01SEP07:18:00:00	5	434593.7869	6562998.639	f	1765910	3372	33720
01SEP07:21:00:00	5	432388.8018	6561492.24	f	1765909	3372	33720
02SEP07:00:00:00	5	432089.7741	6561364.571	f	1765908	3372	33720
02SEP07:03:00:00	5	431757.5643	6560698.94	f	1765907	3372	33720
02SEP07:06:02:00	5	431777.4041	6561553.756	f	1765906	3372	33720
02SEP07:09:00:00	5	432012.0891	6560925.513	f	1765905	3372	33720
02SEP07:12:00:00	5	431696.0577	6560873.925	f	1765904	3372	33720
02SEP07:15:00:00	5	431886.87	6561314.062	f	1753833	3372	33720
02SEP07:18:00:00	5	432113.3093	6561295.521	f	1753832	3372	33720
02SEP07:21:00:00	5	432587.7568	6560523.664	f	1753831	3372	33720
03SEP07:00:00:00	5	432297.6416	6560727.814	f	1753830	3372	33720
03SEP07:03:00:00	5	432047.4941	6561463.794	f	1753829	3372	33720
03SEP07:06:00:00	5	432290.2466	6562117.749	f	1753828	3372	33720
03SEP07:09:00:00	5	432940.8404	6562194.321	f	1753827	3372	33720
03SEP07:12:01:00	5	433876.1232	6563450.355	f	1753826	3372	33720
03SEP07:15:01:00	5	434465.5705	6563630.932	f	1753825	3372	33720
03SEP07:18:01:00	5	433939.9696	6563306.484	f	1753824	3372	33720
03SEP07:21:00:00	5	434224.0313	6562822.493	f	1753823	3372	33720
04SEP07:00:01:00	5	434217.7612	6562841.19	f	1753822	3372	33720
04SEP07:03:00:00	5	434172.5501	6562865.137	f	1753821	3372	33720
04SEP07:06:01:00	5	434617.6791	6563091.228	f	1753820	3372	33720
04SEP07:09:00:00	5	435179.5573	6563102.686	f	1753819	3372	33720
04SEP07:12:02:00	5	435217.0802	6562848.189	f	1753818	3372	33720
04SEP07:15:00:00	5	434839.0187	6562401.202	f	1753817	3372	33720
04SEP07:18:01:00	5	435287.026	6562369.955	f	1753816	3372	33720
04SEP07:21:00:00	5	435009.8493	6562085.062	f	1753815	3372	33720
05SEP07:00:00:00	5	435062.2165	6561816.266	f	1753814	3372	33720
05SEP07:03:00:00	5	434740.9645	6561948.076	f	1753813	3372	33720
05SEP07:06:00:00	5	434249.2187	6562390.363	f	1753812	3372	33720
05SEP07:09:00:00	5	433908.9987	6562432.313	f	1753811	3372	33720
05SEP07:12:01:00	5	431152.5634	6561356.169	f	1753810	3372	33720
05SEP07:15:00:00	5	431089.4234	6561517.985	f	1753809	3372	33720
05SEP07:18:00:00	5	431382.3298	6561149.306	f	1753808	3372	33720
05SEP07:21:00:00	5	431462.3943	6561132.629	f	1753807	3372	33720
06SEP07:00:00:00	5	431407.0554	6561283.283	f	1753806	3372	33720
06SEP07:03:00:00	5	431425.003	6561413.563	f	1753805	3372	33720
06SEP07:06:00:00	5	431223.8143	6561072.405	f	1753804	3372	33720
06SEP07:09:00:00	5	431166.523	6561445.22	f	1753803	3372	33720
06SEP07:12:02:00	5	430804.0373	6561304.931	f	1753802	3372	33720
06SEP07:15:00:00	5	430857.4559	6561226.81	f	1753801	3372	33720
06SEP07:18:00:00	5	429230.7265	6559758.342	f	1753800	3372	33720
06SEP07:21:00:00	5	429300.0978	6559884.183	f	1753799	3372	33720
07SEP07:00:00:00	5	429452.9185	6559982.152	f	1753798	3372	33720
07SEP07:03:00:00	5	429305.2994	6559914.627	f	1753797	3372	33720
07SEP07:06:00:00	5	429361.7616	6560007.173	f	1753796	3372	33720
07SEP07:09:00:00	5	429661.3977	6560192.36	f	1753795	3372	33720
07SEP07:12:00:00	5	429648.7323	6560313.129	f	1753794	3372	33720
07SEP07:15:01:00	5	429638.8499	6560234.265	f	1753793	3372	33720
07SEP07:18:00:00	5	429754.8628	6560398.605	f	1753792	3372	33720
07SEP07:21:00:00	5	429528.1002	6560217.576	f	1753791	3372	33720
08SEP07:00:00:00	5	429468.0725	6560039.454	f	1753790	3372	33720
08SEP07:03:00:00	5	429331.9741	6559991.207	f	1753789	3372	33720
08SEP07:06:00:00	5	426953.3103	6561759.469	f	1753788	3372	33720
08SEP07:09:00:00	5	426236.9258	6563632.572	f	1752712	3372	33720
08SEP07:12:00:00	5	426392.6205	6563196.683	f	1752711	3372	33720
08SEP07:15:00:00	5	425327.2488	6562668.77	f	1752710	3372	33720
08SEP07:18:02:00	5	425925.6622	6563078.96	f	1752709	3372	33720
08SEP07:21:01:00	5	425889.2324	6563419.174	f	1752708	3372	33720
09SEP07:00:00:00	5	425732.6021	6562880.158	f	1752707	3372	33720
09SEP07:03:00:00	5	425922.76	6563123.915	f	1752706	3372	33720
09SEP07:06:01:00	5	425626.3967	6562870.157	f	1752705	3372	33720
09SEP07:09:01:00	5	425838.3465	6562323.168	f	1752704	3372	33720
09SEP07:12:01:00	5	425525.0651	6561886.098	f	1752703	3372	33720
09SEP07:15:00:00	5	425365.1408	6562476.983	f	1752702	3372	33720
09SEP07:18:00:00	5	425489.7485	6561941.188	f	1752701	3372	33720
09SEP07:21:00:00	5	425508.0379	6561858.808	f	1752700	3372	33720
10SEP07:00:00:00	5	425391.6989	6561523.583	f	1752699	3372	33720
10SEP07:03:00:00	5	425378.3874	6561446.522	f	1752698	3372	33720
10SEP07:06:01:00	5	425730.6675	6562879.985	f	1752697	3372	33720
10SEP07:09:00:00	5	422263.828	6569360.942	f	1752696	3372	33720
10SEP07:12:00:00	5	420453.124	6572356.803	f	1752695	3372	33720
10SEP07:15:00:00	5	421609.4084	6572893.233	f	1752694	3372	33720
10SEP07:18:00:00	5	421065.4377	6571994.666	f	1752693	3372	33720
10SEP07:21:00:00	5	421166.4094	6572481.528	f	1752692	3372	33720
11SEP07:00:00:00	5	421173.7211	6572787.804	f	1752691	3372	33720
11SEP07:03:00:00	5	420783.5125	6572701.603	f	1752690	3372	33720
11SEP07:06:00:00	5	420977.607	6572100.072	f	1752689	3372	33720
11SEP07:09:00:00	5	421257.3489	6571208.071	f	1752688	3372	33720
11SEP07:12:00:00	5	420537.8409	6571067.413	f	1752687	3372	33720
11SEP07:15:00:00	5	420095.901	6570103.572	f	1752686	3372	33720
11SEP07:18:01:00	5	420520.857	6569735.822	f	1752685	3372	33720
11SEP07:21:00:00	5	420425.9129	6569957.79	f	1752684	3372	33720
12SEP07:00:00:00	5	419762.4174	6569759.134	f	1752683	3372	33720
12SEP07:03:00:00	5	419725.2791	6569805.51	f	1752682	3372	33720
12SEP07:06:00:00	5	419998.9926	6569709.402	f	1752681	3372	33720
12SEP07:09:00:00	5	419957.488	6569617.679	f	1752680	3372	33720
12SEP07:12:00:00	5	420074.5756	6570016.747	f	1752679	3372	33720
12SEP07:15:00:00	5	419845.715	6569552.009	f	1752678	3372	33720
12SEP07:18:00:00	5	420293.7323	6570052.444	f	1752677	3372	33720
12SEP07:21:00:00	5	420494.3322	6570047.818	f	1752676	3372	33720
13SEP07:00:00:00	5	420282.3985	6570971.769	f	1752675	3372	33720
13SEP07:03:00:00	5	420026.0628	6571024.465	f	1752674	3372	33720
13SEP07:06:00:00	5	420134.2661	6571540.991	f	1752673	3372	33720
13SEP07:09:00:00	5	420494.8747	6571561.283	f	1752672	3372	33720
13SEP07:12:00:00	5	420558.5401	6571368.998	f	1752671	3372	33720
13SEP07:15:00:00	5	420268.1889	6570748.979	f	1752670	3372	33720
13SEP07:18:00:00	5	421030.7281	6570857.037	f	1752669	3372	33720
13SEP07:21:00:00	5	420742.9064	6570848.45	f	1752668	3372	33720
14SEP07:00:00:00	5	420229.3892	6570346.946	f	1753787	3372	33720
14SEP07:03:00:00	5	420059.9932	6570098.936	f	1753786	3372	33720
14SEP07:06:00:00	5	420761.189	6570146.147	f	1753785	3372	33720
14SEP07:09:00:00	5	421177.5847	6570381.135	f	1753784	3372	33720
14SEP07:12:00:00	5	421280.4877	6570445.455	f	1765903	3372	33720
14SEP07:15:00:00	5	420401.9966	6569747.756	f	1765902	3372	33720
14SEP07:18:00:00	5	419813.7138	6571173.446	f	1765637	3372	33720
14SEP07:21:00:00	5	419937.2242	6571573.299	f	1765636	3372	33720
15SEP07:00:00:00	5	419403.435	6571710.906	f	1765635	3372	33720
15SEP07:03:00:00	5	419226.1663	6571443.862	f	1765634	3372	33720
15SEP07:06:00:00	5	419465.9078	6571901.103	f	1765633	3372	33720
15SEP07:09:00:00	5	420553.0794	6572438.173	f	1765632	3372	33720
15SEP07:12:00:00	5	419868.2906	6571133.23	f	1765631	3372	33720
15SEP07:15:00:00	5	419231.3692	6571938.02	f	1765630	3372	33720
15SEP07:18:01:00	5	420047.1805	6572567.412	f	1765629	3372	33720
15SEP07:21:00:00	5	419767.3578	6572969.448	f	1765628	3372	33720
16SEP07:00:00:00	5	419925.6435	6573197.918	f	1765627	3372	33720
16SEP07:03:00:00	5	419039.9668	6572528.674	f	1765626	3372	33720
16SEP07:06:01:00	5	418914.0571	6572412.887	f	1765625	3372	33720
16SEP07:09:00:00	5	418534.4149	6572282.712	f	1765624	3372	33720
16SEP07:12:00:00	5	418225.1099	6572333.082	f	1765623	3372	33720
16SEP07:15:00:00	5	418334.0874	6572203.484	f	1765622	3372	33720
16SEP07:18:00:00	5	418880.3034	6572513.48	f	1765621	3372	33720
16SEP07:21:01:00	5	418732.8552	6572366.057	f	1765620	3372	33720
17SEP07:00:00:00	5	418197.2038	6572400.852	f	1765619	3372	33720
17SEP07:03:00:00	5	418259.5229	6572665.153	f	1765618	3372	33720
17SEP07:06:00:00	5	418957.9091	6573252.331	f	1765617	3372	33720
17SEP07:09:00:00	5	419246.3039	6573115.636	f	1765616	3372	33720
17SEP07:12:00:00	5	419689.1148	6572974.434	f	1765615	3372	33720
17SEP07:15:00:00	5	419781.6703	6573531.985	f	1765614	3372	33720
17SEP07:18:00:00	5	420453.5235	6574705.827	f	1765613	3372	33720
17SEP07:21:00:00	5	420163.8127	6574495.016	f	1763667	3372	33720
18SEP07:00:00:00	5	420192.8645	6574259.641	f	1763666	3372	33720
18SEP07:03:00:00	5	420221.1398	6574306.576	f	1763665	3372	33720
18SEP07:06:00:00	5	420610.9322	6574257.42	f	1763664	3372	33720
18SEP07:09:00:00	5	420488.2796	6574289.863	f	1763663	3372	33720
18SEP07:12:00:00	5	421105.7751	6574598.996	f	1763662	3372	33720
18SEP07:15:00:00	5	420095.2165	6574093.154	f	1763661	3372	33720
18SEP07:18:00:00	5	419114.4964	6573560.214	f	1763660	3372	33720
18SEP07:21:00:00	5	419178.9585	6573631.645	f	1763659	3372	33720
19SEP07:00:01:00	5	419298.7468	6573701.054	f	1763658	3372	33720
19SEP07:03:00:00	5	419141.6203	6573596.373	f	1765612	3372	33720
19SEP07:06:00:00	5	419307.0561	6573509.276	f	1765611	3372	33720
19SEP07:09:00:00	5	419536.0532	6573266.085	f	1765610	3372	33720
19SEP07:12:00:00	5	419349.1155	6573169.857	f	1765609	3372	33720
19SEP07:15:00:00	5	418933.4631	6572916.701	f	1765608	3372	33720
19SEP07:18:00:00	5	419287.1632	6572553.274	f	1767406	3372	33720
19SEP07:21:00:00	5	418999.0426	6572092.075	f	1767405	3372	33720
20SEP07:00:00:00	5	418760.1323	6571924.491	f	1767404	3372	33720
20SEP07:03:00:00	5	418430.5714	6571879.103	f	1767403	3372	33720
20SEP07:06:00:00	5	418656.6821	6571446.114	f	1767402	3372	33720
20SEP07:09:00:00	5	418799.607	6571284.504	f	1772801	3372	33720
20SEP07:12:00:00	5	418474.6055	6571263.874	f	1772800	3372	33720
20SEP07:15:00:00	5	417934.6466	6571204.135	f	1772799	3372	33720
20SEP07:18:00:00	5	417432.9295	6570761.547	f	1772798	3372	33720
20SEP07:21:00:00	5	417507.9986	6570778.485	f	1772797	3372	33720
21SEP07:00:00:00	5	417160.6825	6570589.862	f	1772796	3372	33720
21SEP07:03:00:00	5	417084.3059	6570539.397	f	1772795	3372	33720
21SEP07:06:00:00	5	416896.0233	6570540.425	f	1772794	3372	33720
21SEP07:09:00:00	5	417636.5419	6570013.261	f	1772793	3372	33720
21SEP07:12:00:00	5	418364.3605	6568925.996	f	1772792	3372	33720
21SEP07:15:00:00	5	418301.3059	6569100.284	f	1772791	3372	33720
21SEP07:18:00:00	5	417830.3185	6568895.921	f	1772790	3372	33720
21SEP07:21:01:00	5	417801.4101	6569004.071	f	1772789	3372	33720
22SEP07:00:00:00	5	417741.6348	6569189.47	f	1772788	3372	33720
22SEP07:03:00:00	5	417736.5989	6568935.42	f	1772787	3372	33720
22SEP07:06:00:00	5	417796.1518	6568827.13	f	1774520	3372	33720
22SEP07:09:00:00	5	418925.169	6570520.061	f	1774519	3372	33720
22SEP07:12:01:00	5	418820.1443	6570805.902	f	1774518	3372	33720
22SEP07:15:00:00	5	418409.4657	6570425.771	f	1774517	3372	33720
22SEP07:18:00:00	5	419507.8053	6569192.036	f	1774516	3372	33720
22SEP07:21:00:00	5	419715.3451	6568999.266	f	1776376	3372	33720
23SEP07:00:00:00	5	419689.8295	6568663.434	f	1776375	3372	33720
23SEP07:03:00:00	5	419664.719	6568606.678	f	1776374	3372	33720
23SEP07:06:00:00	5	419828.9535	6568528.369	f	1776373	3372	33720
23SEP07:09:00:00	5	420213.233	6568073.184	f	1776372	3372	33720
23SEP07:12:00:00	5	420471.0472	6567808.907	f	1777836	3372	33720
23SEP07:15:00:00	5	420358.5211	6567798.386	f	1777835	3372	33720
23SEP07:18:00:00	5	419790.1073	6567964.282	f	1777834	3372	33720
23SEP07:21:00:00	5	419835.8082	6567869.462	f	1777833	3372	33720
24SEP07:00:00:00	5	419953.9474	6567738.9	f	1777832	3372	33720
24SEP07:03:00:00	5	419996.0965	6567760.836	f	1788948	3372	33720
24SEP07:06:00:00	5	420442.6837	6567365.509	f	1788947	3372	33720
24SEP07:09:00:00	5	420123.3819	6566503.12	f	1788946	3372	33720
24SEP07:12:00:00	5	420017.7365	6566464.983	f	1788945	3372	33720
24SEP07:15:00:00	5	420177.1752	6566366.053	f	1788944	3372	33720
24SEP07:18:00:00	5	421162.321	6566008.712	f	1788943	3372	33720
24SEP07:21:00:00	5	421332.6261	6565929.946	f	1788942	3372	33720
25SEP07:00:00:00	5	421500.1797	6565682.582	f	1788941	3372	33720
25SEP07:03:00:00	5	421469.5014	6565703.332	f	1788940	3372	33720
25SEP07:06:01:00	5	421447.7995	6565359.484	f	1788939	3372	33720
25SEP07:09:00:00	5	421426.005	6564109.109	f	1788938	3372	33720
25SEP07:12:00:00	5	421106.7709	6564011.897	f	1788937	3372	33720
25SEP07:15:00:00	5	421494.2097	6563643.444	f	1788936	3372	33720
25SEP07:18:00:00	5	420962.9077	6563105.075	f	1788935	3372	33720
25SEP07:21:00:00	5	420753.907	6563021.734	f	1788934	3372	33720
26SEP07:00:00:00	5	420331.9893	6562969.706	f	1788933	3372	33720
26SEP07:03:00:00	5	420438.6734	6563050.727	f	1788932	3372	33720
26SEP07:06:00:00	5	420393.2581	6563221.741	f	1788931	3372	33720
26SEP07:09:00:00	5	420321.0253	6563274.033	f	1788930	3372	33720
26SEP07:12:00:00	5	421338.187	6563685.415	f	1788929	3372	33720
26SEP07:15:00:00	5	421870.3095	6562866.402	f	1788928	3372	33720
26SEP07:18:00:00	5	422311.5772	6562376.393	f	1788927	3372	33720
26SEP07:21:00:00	5	422267.8794	6562365.555	f	1788926	3372	33720
27SEP07:00:00:00	5	422509.7815	6562163.654	f	1788925	3372	33720
27SEP07:03:00:00	5	422513.3213	6562203.391	f	1788924	3372	33720
27SEP07:06:01:00	5	422947.4149	6562589.448	f	1788923	3372	33720
27SEP07:09:00:00	5	423055.8114	6562647.895	f	1788922	3372	33720
27SEP07:12:00:00	5	422983.8716	6562488.81	f	1788921	3372	33720
27SEP07:15:00:00	5	423105.5753	6562372.951	f	1788920	3372	33720
27SEP07:18:00:00	5	422424.8774	6562012.172	f	1788919	3372	33720
27SEP07:21:00:00	5	422504.1586	6562153.844	f	1788918	3372	33720
28SEP07:00:00:00	5	422355.9312	6562418.328	f	1788917	3372	33720
28SEP07:03:00:00	5	422404.9839	6562517.051	f	1788916	3372	33720
28SEP07:06:00:00	5	422478.2091	6562549.689	f	1788915	3372	33720
28SEP07:09:00:00	5	422893.8184	6562563.621	f	1788914	3372	33720
28SEP07:12:00:00	5	423107.8074	6562350.183	f	1793437	3372	33720
28SEP07:15:00:00	5	423043.7673	6562136.426	f	1793436	3372	33720
28SEP07:18:00:00	5	423030.1943	6561884.603	f	1793435	3372	33720
28SEP07:21:00:00	5	422508.6481	6561504.445	f	1793434	3372	33720
29SEP07:00:00:00	5	422764.0402	6561396.464	f	1793433	3372	33720
29SEP07:03:00:00	5	422767.5126	6561410.985	f	1793432	3372	33720
29SEP07:06:00:00	5	422742.7978	6561798.181	f	1793431	3372	33720
29SEP07:09:00:00	5	422866.8795	6561175.678	f	1793430	3372	33720
29SEP07:12:00:00	5	422935.3345	6561144.943	f	1793429	3372	33720
29SEP07:15:00:00	5	422699.0312	6561061.01	f	1793428	3372	33720
29SEP07:18:00:00	5	422408.6667	6560983.304	f	1793427	3372	33720
29SEP07:21:00:00	5	422455.1439	6561141.828	f	1793426	3372	33720
30SEP07:00:00:00	5	422381.7511	6560956.841	f	1793425	3372	33720
30SEP07:03:00:00	5	422355.0563	6561000.735	f	1793424	3372	33720
30SEP07:06:00:00	5	422356.7316	6560901.39	f	1793423	3372	33720
30SEP07:09:00:00	5	422357.2342	6560940.944	f	1796834	3372	33720
30SEP07:12:00:00	5	422506.1257	6560738.692	f	1796833	3372	33720
30SEP07:15:00:00	5	422611.2525	6560639.373	f	1796832	3372	33720
30SEP07:18:00:00	5	421514.2092	6561177.448	f	1796831	3372	33720
30SEP07:21:00:00	5	421510.8688	6561225.658	f	1796830	3372	33720
01OCT07:00:00:00	5	420656.7615	6561116.828	f	1796829	3372	33720
01OCT07:03:00:00	5	420591.1894	6560999.244	f	1796828	3372	33720
01OCT07:06:00:00	5	420400.2618	6561092.959	f	1796827	3372	33720
01OCT07:09:00:00	5	420599.378	6561479.038	f	1796826	3372	33720
01OCT07:12:00:00	5	420548.0144	6561644.147	f	1796825	3372	33720
01OCT07:15:00:00	5	420922.5768	6562276.506	f	1799863	3372	33720
01OCT07:18:00:00	5	421040.878	6562814.377	f	1799862	3372	33720
01OCT07:21:00:00	5	420856.2879	6562836.196	f	1799861	3372	33720
02OCT07:00:00:00	5	420731.5863	6562849.705	f	1799860	3372	33720
02OCT07:03:00:00	5	420218.5126	6562494.13	f	1799859	3372	33720
02OCT07:06:00:00	5	420198.7475	6562515.763	f	1799858	3372	33720
02OCT07:09:00:00	5	420118.7136	6562294.622	f	1799857	3372	33720
02OCT07:12:00:00	5	420114.7551	6562244.558	f	1799856	3372	33720
02OCT07:15:00:00	5	420166.3992	6562983.765	f	1799855	3372	33720
02OCT07:18:00:00	5	420054.2404	6563144.31	f	1799854	3372	33720
02OCT07:21:00:00	5	420043.1049	6563211.554	f	1801204	3372	33720
03OCT07:00:00:00	5	419979.4131	6563280.203	f	1801203	3372	33720
03OCT07:03:00:00	5	419967.6444	6563342.515	f	1801202	3372	33720
03OCT07:06:00:00	5	420159.14	6563783.299	f	1801201	3372	33720
03OCT07:09:00:00	5	420242.0529	6563799.373	f	1801200	3372	33720
03OCT07:12:00:00	5	420674.2202	6564258.839	f	1804144	3372	33720
03OCT07:15:00:00	5	420202.7562	6563661.708	f	1804143	3372	33720
03OCT07:18:00:00	5	420423.5572	6563894.666	f	1804142	3372	33720
03OCT07:21:00:00	5	420400.2475	6563838.78	f	1804141	3372	33720
04OCT07:00:00:00	5	420573.3072	6563160.128	f	1804140	3372	33720
04OCT07:03:00:00	5	420557.2606	6563041.635	f	1804139	3372	33720
04OCT07:06:01:00	5	420924.0234	6563156.663	f	1804138	3372	33720
04OCT07:09:00:00	5	421726.8531	6562555.862	f	1804137	3372	33720
04OCT07:12:00:00	5	421689.8192	6562384.644	f	1804136	3372	33720
04OCT07:15:00:00	5	421831.1238	6562289.893	f	1804135	3372	33720
04OCT07:18:00:00	5	421946.2062	6561593.09	f	1812501	3372	33720
04OCT07:21:00:00	5	422032.5403	6561311.846	f	1812500	3372	33720
05OCT07:00:00:00	5	422052.9502	6561342.739	f	1812499	3372	33720
05OCT07:03:00:00	5	421568.407	6561156.896	f	1812498	3372	33720
05OCT07:06:00:00	5	421199.7522	6561387.305	f	1812497	3372	33720
05OCT07:09:00:00	5	421485.4618	6561546.271	f	1812297	3372	33720
05OCT07:12:00:00	5	421651.2082	6561514.423	f	1812296	3372	33720
05OCT07:15:00:00	5	421447.3014	6561221.71	f	1812295	3372	33720
05OCT07:18:00:00	5	421022.2907	6560662.568	f	1812294	3372	33720
05OCT07:21:00:00	5	420730.8696	6560577.569	f	1812293	3372	33720
06OCT07:00:00:00	5	420762.0086	6560522.098	f	1812292	3372	33720
06OCT07:03:00:00	5	420612.0203	6560621.155	f	1812291	3372	33720
06OCT07:06:00:00	5	420463.8272	6560773.836	f	1812290	3372	33720
06OCT07:09:00:00	5	421261.098	6560599.073	f	1812289	3372	33720
06OCT07:12:00:00	5	421380.1489	6560495.322	f	1812288	3372	33720
06OCT07:15:00:00	5	421742.4679	6560204.637	f	1812287	3372	33720
06OCT07:18:00:00	5	421857.2376	6559966.358	f	1812286	3372	33720
06OCT07:21:00:00	5	421888.7461	6559960.266	f	1812285	3372	33720
07OCT07:00:00:00	5	421657.1158	6559386.449	f	1812284	3372	33720
07OCT07:03:00:00	5	421615.9635	6559477.572	f	1812283	3372	33720
07OCT07:06:00:00	5	421382.8989	6559298.683	f	1812282	3372	33720
07OCT07:09:00:00	5	421526.2074	6558559.653	f	1812281	3372	33720
07OCT07:12:00:00	5	421606.1593	6558620.263	f	1812280	3372	33720
07OCT07:15:00:00	5	420097.6849	6559747.077	f	1812279	3372	33720
07OCT07:18:00:00	5	419575.2103	6559745.116	f	1812278	3372	33720
07OCT07:21:00:00	5	419510.6971	6559872.188	f	1812277	3372	33720
08OCT07:00:00:00	5	419362.0664	6559885.186	f	1812276	3372	33720
08OCT07:03:00:00	5	419314.3064	6560036.057	f	1812275	3372	33720
08OCT07:06:00:00	5	419369.4224	6560498.04	f	1812274	3372	33720
08OCT07:09:00:00	5	418662.716	6560713.827	f	1812273	3372	33720
08OCT07:12:00:00	5	418757.9906	6560889.315	f	1812272	3372	33720
